Transaction ID,Customer ID,Book Title,Author,Genre,Purchase Method,Payment Method,Stock Before,Stock After,Loyalty Points,Promotion Applied,Discount Applied,Order Status,Restock Triggered
5cc46576,15f461,The Midnight Library,Matt Haig,Fantasy,Online,Card,37,35,20,"Buy 3 Books, Get 1 Free",0,Completed,No
d207c70d,80eb3d,Becoming,Michelle Obama,Biography,Online,Online Payment,23,20,30,Earn 2x Reward Points,0,Completed,No
b0f8b2e1,d7a515,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,48,46,20,"Buy 3 Books, Get 1 Free",0,Completed,No
f293f348,560b37,Dune,Frank Herbert,Sci-Fi,Online,Card,7,4,30,,0,Completed,Yes
e718526d,8b5d55,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,12,9,30,"Buy One, Get One Free",0,Completed,No
ab57f0c6,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,36,33,0,,0,Completed,No
b3313e90,0dea65,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,28,25,30,,0,Completed,No
1f6c83cf,6db05a,Educated,Tara Westover,Memoir,Online,Cash,13,10,30,Earn 2x Reward Points,0,Completed,No
4b10e060,4b189d,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,7,5,20,"Buy 3 Books, Get 1 Free",0,Completed,No
62cacde6,5a27d0,Becoming,Michelle Obama,Biography,Online,Card,46,44,20,"Buy One, Get One Free",0,Completed,No
55e851d4,74fbc2,Becoming,Michelle Obama,Biography,Online,Card,43,42,10,,0,Declined (Insufficient Funds),No
6385007c,939462,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,40,39,10,"Buy 3 Books, Get 1 Free",0,Completed,No
2ff616b4,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,16,14,0,,0,Completed,No
b448e0a7,f2ff84,Becoming,Michelle Obama,Biography,Online,Online Payment,31,30,10,"Buy One, Get One Free",0,Completed,No
ead0551f,09ec1a,Dune,Frank Herbert,Sci-Fi,Online,Cash,28,25,30,"Buy 3 Books, Get 1 Free",0,Completed,No
0b1623b2,7ced23,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,36,33,30,Earn 2x Reward Points,0,Completed,No
57ec162a,a1f13f,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,43,40,30,Flat 50% Discount,50,Completed,No
a512f945,Guest,1984,George Orwell,Dystopian,In-Store,Cash,49,46,0,,0,Completed,No
3ef25266,717464,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,41,39,20,"Buy One, Get One Free",0,Completed,No
a186198e,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,20,19,0,,0,Completed,No
692929f2,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,35,33,0,,0,Completed,No
ef1acd7a,0c913f,Dune,Frank Herbert,Sci-Fi,Online,Cash,27,25,20,Earn 2x Reward Points,0,Completed,No
e029f4af,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,21,19,0,,0,Completed,No
8cf4871d,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,35,34,0,,0,Completed,No
2593a120,d8aa63,The Silent Patient,Alex Michaelides,Thriller,Online,Card,48,47,10,Earn 2x Reward Points,0,Completed,No
0d2e4c70,f09539,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,12,11,10,"Buy 3 Books, Get 1 Free",0,Completed,No
d1a7eef6,e64388,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,13,12,10,"Buy 3 Books, Get 1 Free",0,Completed,No
2255d731,734cfd,Becoming,Michelle Obama,Biography,Online,Online Payment,11,9,20,"Buy 3 Books, Get 1 Free",0,Completed,No
9448dd9b,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,39,37,0,,0,Completed,No
987db1b8,fe6d1c,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,33,31,20,"Buy One, Get One Free",0,Completed,No
8388787c,f998c2,Becoming,Michelle Obama,Biography,Online,Online Payment,34,31,30,Earn 2x Reward Points,0,Completed,No
444efa71,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,49,48,0,,0,Completed,No
b724ea11,0194f0,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,25,22,30,Flat 50% Discount,50,Completed,No
92561ada,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Online Payment,31,29,0,,0,Completed,No
11745c67,4d5bef,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,30,27,30,Earn 2x Reward Points,0,Declined (Insufficient Funds),No
c47a2132,a00f19,1984,George Orwell,Dystopian,Online,Online Payment,50,47,30,Flat 50% Discount,50,Completed,No
725b4e59,e226ab,Educated,Tara Westover,Memoir,Online,Cash,17,14,30,Earn 2x Reward Points,0,Completed,No
eb64bf44,5.50E+263,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,5,2,30,,0,Completed,Yes
f48aa895,Guest,1984,George Orwell,Dystopian,In-Store,Card,26,25,0,,0,Completed,No
b4b78d68,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,18,17,0,,0,Completed,No
5fc2f913,ea2d23,Becoming,Michelle Obama,Biography,Online,Online Payment,44,42,20,"Buy 3 Books, Get 1 Free",0,Completed,No
82840e2a,a5dab1,The Midnight Library,Matt Haig,Fantasy,Online,Cash,7,5,20,,0,Completed,No
fe990605,1d7d56,Educated,Tara Westover,Memoir,Online,Cash,16,15,10,"Buy 3 Books, Get 1 Free",0,Completed,No
6a834351,678dbe,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,7,5,20,"Buy 3 Books, Get 1 Free",0,Completed,No
b17e9e67,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,14,13,0,,0,Completed,No
5977aa16,Guest,1984,George Orwell,Dystopian,In-Store,Card,13,11,0,,0,Completed,No
b4fd5ac0,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,24,21,0,,0,Completed,No
2f175340,16d242,Becoming,Michelle Obama,Biography,Online,Card,41,39,20,,0,Completed,No
cc24c993,Guest,1984,George Orwell,Dystopian,In-Store,Cash,8,7,0,,0,Completed,No
97954c09,ef816e,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,10,7,30,"Buy 3 Books, Get 1 Free",0,Completed,No
f1da1eac,6d3e04,1984,George Orwell,Dystopian,Online,Cash,33,32,10,"Buy One, Get One Free",0,Completed,No
f031e438,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,43,41,0,,0,Completed,No
041b57a0,1eaef6,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,18,17,10,"Buy 3 Books, Get 1 Free",0,Completed,No
68d1be96,2d90ce,Becoming,Michelle Obama,Biography,Online,Cash,20,17,30,"Buy One, Get One Free",0,Completed,No
cd9f9f5e,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,25,22,0,,0,Completed,No
b698e066,477cc9,Atomic Habits,James Clear,Self-Help,Online,Online Payment,29,27,20,"Buy 3 Books, Get 1 Free",0,Completed,No
1c6740ee,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,31,30,0,,0,Completed,No
1b33437f,Guest,1984,George Orwell,Dystopian,In-Store,Cash,27,25,0,,0,Completed,No
20972b89,565d2d,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,31,28,30,Flat 50% Discount,50,Completed,No
d6d645ff,a1bfa6,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,15,12,30,Flat 50% Discount,50,Completed,No
d4fe2016,a088a0,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,29,27,20,,0,Completed,No
5f1b9c7e,ec247a,Becoming,Michelle Obama,Biography,Online,Online Payment,11,9,20,,0,Completed,No
44eec617,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,11,10,0,,0,Declined (Insufficient Funds),No
d629ef25,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,35,33,0,,0,Completed,No
b2a4fe43,1eb42e,Dune,Frank Herbert,Sci-Fi,Online,Cash,22,20,20,Earn 2x Reward Points,0,Completed,No
b8512091,a25c66,Atomic Habits,James Clear,Self-Help,Online,Online Payment,39,36,30,,0,Completed,No
d4070695,1a5efa,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,34,32,20,Earn 2x Reward Points,0,Completed,No
a2733be8,a18728,Educated,Tara Westover,Memoir,Online,Online Payment,9,7,20,"Buy 3 Books, Get 1 Free",0,Completed,No
d504a179,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Online Payment,42,41,0,,0,Completed,No
e3b731a7,dbe5fa,The Midnight Library,Matt Haig,Fantasy,Online,Card,44,42,20,Flat 50% Discount,50,Declined (Insufficient Funds),No
3c9cab14,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Card,18,15,0,,0,Completed,No
aa630869,Guest,Educated,Tara Westover,Memoir,In-Store,Card,29,27,0,,0,Completed,No
bd86ff6a,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Cash,40,37,0,,0,Completed,No
ead0448b,5efe37,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,40,37,30,Flat 50% Discount,50,Completed,No
e0b15ab2,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,47,46,0,,0,Completed,No
514424a9,b5fe40,Dune,Frank Herbert,Sci-Fi,Online,Card,43,42,10,Earn 2x Reward Points,0,Completed,No
57f2ef01,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,38,37,0,,0,Completed,No
7767cdd1,e858e5,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,49,46,30,"Buy 3 Books, Get 1 Free",0,Completed,No
d2279ff1,8619d4,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,20,18,20,"Buy 3 Books, Get 1 Free",0,Completed,No
ee515d23,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,33,31,0,,0,Completed,No
10fc434a,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,10,8,0,,0,Completed,No
36bdd165,8772fb,1984,George Orwell,Dystopian,Online,Online Payment,38,37,10,,0,Completed,No
67f03a1b,8bd203,The Silent Patient,Alex Michaelides,Thriller,Online,Card,43,41,20,Flat 50% Discount,50,Completed,No
77416c1b,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,26,24,0,,0,Completed,No
6860f80a,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,25,24,0,,0,Completed,No
0bc948c1,Guest,Becoming,Michelle Obama,Biography,In-Store,Online Payment,33,32,0,,0,Completed,No
77f79ef6,459b7c,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,29,27,20,"Buy One, Get One Free",0,Completed,No
d11becc8,8af507,Dune,Frank Herbert,Sci-Fi,Online,Card,29,27,20,,0,Completed,No
4f342344,d6e5ed,Becoming,Michelle Obama,Biography,Online,Card,25,23,20,Earn 2x Reward Points,0,Completed,No
18ca8af6,5d8bd8,Becoming,Michelle Obama,Biography,Online,Online Payment,6,3,30,,0,Completed,Yes
5a375d46,66b47d,1984,George Orwell,Dystopian,Online,Online Payment,49,48,10,Flat 50% Discount,50,Completed,No
ad3e035f,c62cb6,1984,George Orwell,Dystopian,Online,Cash,21,18,30,"Buy 3 Books, Get 1 Free",0,Completed,No
e3d2afdf,02b8a6,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,9,6,30,Earn 2x Reward Points,0,Completed,No
2d747853,28df4c,Educated,Tara Westover,Memoir,Online,Cash,50,47,30,Earn 2x Reward Points,0,Completed,No
fd45a263,577705,Becoming,Michelle Obama,Biography,Online,Online Payment,17,14,30,"Buy 3 Books, Get 1 Free",0,Completed,No
a632668e,a3dd9b,Becoming,Michelle Obama,Biography,Online,Card,44,41,30,,0,Completed,No
8d27b378,bf2d0e,Educated,Tara Westover,Memoir,Online,Card,28,26,20,Earn 2x Reward Points,0,Completed,No
02cbe035,64843e,1984,George Orwell,Dystopian,Online,Online Payment,38,36,20,"Buy One, Get One Free",0,Completed,No
026a966f,d5e71c,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,30,28,20,Earn 2x Reward Points,0,Completed,No
59458287,641fd5,The Silent Patient,Alex Michaelides,Thriller,Online,Card,21,18,30,,0,Completed,No
a7065db1,6422cb,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,40,38,20,"Buy One, Get One Free",0,Completed,No
eb726b53,84adff,The Midnight Library,Matt Haig,Fantasy,Online,Card,8,6,20,Flat 50% Discount,50,Completed,No
a0f029a8,a25120,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,16,14,20,"Buy One, Get One Free",0,Declined (Insufficient Funds),No
aa0134fb,5e3cd1,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,33,31,20,,0,Completed,No
8af985d6,b561e1,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,7,5,20,"Buy One, Get One Free",0,Completed,No
ac7270ec,32c590,Educated,Tara Westover,Memoir,Online,Card,28,25,30,Flat 50% Discount,50,Completed,No
723f7f06,935338,Dune,Frank Herbert,Sci-Fi,Online,Card,29,28,10,Flat 50% Discount,50,Completed,No
01b5ad1d,2032d7,Atomic Habits,James Clear,Self-Help,Online,Cash,41,40,10,"Buy One, Get One Free",0,Completed,No
98c30cf2,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,17,14,0,,0,Completed,No
54090ff3,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,42,39,0,,0,Completed,No
1686c16c,9e794d,Becoming,Michelle Obama,Biography,Online,Card,24,21,30,,0,Completed,No
58c2c27f,bf9f12,Educated,Tara Westover,Memoir,Online,Online Payment,13,11,20,"Buy One, Get One Free",0,Completed,No
d93dd462,Guest,1984,George Orwell,Dystopian,In-Store,Card,29,28,0,,0,Completed,No
320808be,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Cash,39,38,0,,0,Completed,No
d4647144,421ed8,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,14,13,10,,0,Completed,No
18a443fa,499898,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,39,36,30,Flat 50% Discount,50,Completed,No
cb37da5d,384a01,Atomic Habits,James Clear,Self-Help,Online,Online Payment,22,19,30,Earn 2x Reward Points,0,Completed,No
1986b54a,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Card,44,41,0,,0,Declined (Insufficient Funds),No
406c59d2,7b77d9,Educated,Tara Westover,Memoir,Online,Online Payment,31,28,30,,0,Completed,No
f31c4e6b,cbbd59,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,40,38,20,Earn 2x Reward Points,0,Completed,No
ade6851d,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,10,9,0,,0,Completed,No
185d93a2,35d48a,1984,George Orwell,Dystopian,Online,Card,46,45,10,Earn 2x Reward Points,0,Completed,No
6de4a6a9,58dd4d,1984,George Orwell,Dystopian,Online,Cash,19,18,10,,0,Completed,No
eb2e1ebd,463586,Educated,Tara Westover,Memoir,Online,Cash,22,19,30,Flat 50% Discount,50,Completed,No
e1d0c339,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Card,27,26,0,,0,Completed,No
50fc4fb9,1bd7e2,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,17,16,10,Earn 2x Reward Points,0,Completed,No
c52fc590,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,28,27,0,,0,Completed,No
a0f53a34,1d396e,Atomic Habits,James Clear,Self-Help,Online,Cash,34,32,20,"Buy One, Get One Free",0,Completed,No
98d52838,1c869e,Becoming,Michelle Obama,Biography,Online,Cash,19,16,30,Flat 50% Discount,50,Completed,No
6e6f61d9,Guest,Becoming,Michelle Obama,Biography,In-Store,Online Payment,18,16,0,,0,Completed,No
6e9e682e,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,45,43,0,,0,Completed,No
d4fe4ab3,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Card,44,42,0,,0,Completed,No
f0377c1b,73b419,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,23,22,10,,0,Completed,No
0071f229,Guest,1984,George Orwell,Dystopian,In-Store,Cash,27,25,0,,0,Completed,No
1b72ed24,Guest,Educated,Tara Westover,Memoir,In-Store,Card,48,47,0,,0,Completed,No
2f3f7813,e9ecbb,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,6,5,10,,0,Completed,No
b35fc64d,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,48,46,0,,0,Completed,No
c4421d30,84c802,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,42,40,20,Flat 50% Discount,50,Completed,No
779a346e,74f7d6,1984,George Orwell,Dystopian,Online,Online Payment,16,13,30,Earn 2x Reward Points,0,Completed,No
40f8d809,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,33,32,0,,0,Completed,No
e6db4192,757d21,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,37,36,10,Flat 50% Discount,50,Completed,No
e2e8d9e8,d7c846,Dune,Frank Herbert,Sci-Fi,Online,Card,32,30,20,"Buy 3 Books, Get 1 Free",0,Completed,No
cb255534,901440,Educated,Tara Westover,Memoir,Online,Cash,38,37,10,Earn 2x Reward Points,0,Completed,No
c7c7b442,c28ec0,1984,George Orwell,Dystopian,Online,Cash,43,41,20,"Buy One, Get One Free",0,Completed,No
59fafb2a,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Online Payment,13,11,0,,0,Completed,No
9abf7df4,7277ab,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,30,29,10,Flat 50% Discount,50,Completed,No
35f95e5f,94b05d,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,43,40,30,"Buy One, Get One Free",0,Completed,No
24435904,4c31ce,Atomic Habits,James Clear,Self-Help,Online,Card,19,16,30,"Buy 3 Books, Get 1 Free",0,Completed,No
41b7501c,f68bc9,The Silent Patient,Alex Michaelides,Thriller,Online,Card,34,32,20,Flat 50% Discount,50,Completed,No
9d918c57,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,42,39,0,,0,Completed,No
3da3d31d,8a7f87,1984,George Orwell,Dystopian,Online,Online Payment,48,45,30,,0,Completed,No
3196fc85,45bc3e,Atomic Habits,James Clear,Self-Help,Online,Online Payment,24,22,20,"Buy 3 Books, Get 1 Free",0,Completed,No
2540dba5,dde412,Dune,Frank Herbert,Sci-Fi,Online,Card,35,34,10,,0,Completed,No
1a19d403,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,41,39,0,,0,Completed,No
33629ac6,89399c,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,18,17,10,"Buy One, Get One Free",0,Completed,No
f690957c,271745,The Midnight Library,Matt Haig,Fantasy,Online,Cash,19,17,20,"Buy 3 Books, Get 1 Free",0,Completed,No
77322f5a,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,19,18,0,,0,Completed,No
a17a6a78,504eb1,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,43,42,10,Flat 50% Discount,50,Completed,No
14533006,c177d6,Educated,Tara Westover,Memoir,Online,Cash,21,18,30,,0,Completed,No
184c87a3,4c8be2,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,42,39,30,Earn 2x Reward Points,0,Completed,No
14c2a6a3,86f5bb,1984,George Orwell,Dystopian,Online,Card,47,46,10,"Buy 3 Books, Get 1 Free",0,Completed,No
50b3674f,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,25,24,0,,0,Completed,No
8e4eb2b6,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,40,39,0,,0,Completed,No
6ba8866b,ed172e,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,41,38,30,Earn 2x Reward Points,0,Completed,No
d9d47073,d82765,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,7,4,30,Earn 2x Reward Points,0,Completed,Yes
ca763bb0,Guest,Becoming,Michelle Obama,Biography,In-Store,Online Payment,30,28,0,,0,Completed,No
593935b8,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Online Payment,10,7,0,,0,Declined (Insufficient Funds),No
18c221dc,d7a87a,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,34,32,20,,0,Completed,No
12429851,ac7267,Becoming,Michelle Obama,Biography,Online,Card,26,24,20,Earn 2x Reward Points,0,Completed,No
